tic,date,price,gvkey
XLE,2/28/2018,66.74,126374
XLE,3/1/2018,66.64,126374
XLE,3/2/2018,66.95,126374
XLE,3/5/2018,67.66,126374
XLE,3/6/2018,67.7,126374
XLE,3/7/2018,67.19,126374
XLE,3/8/2018,67.17,126374
XLE,3/9/2018,68.45,126374
XLE,3/12/2018,68.43,126374
XLE,3/13/2018,67.94,126374
XLE,3/14/2018,67.54,126374
XLE,3/15/2018,67.19,126374
XLE,3/16/2018,67.31,126374
XLE,3/19/2018,66.27,126374
XLE,3/20/2018,66.83,126374
XLE,3/21/2018,68.58,126374
XLE,3/22/2018,67.18,126374
XLE,3/23/2018,66.77,126374
XLE,3/26/2018,67.97,126374
XLE,3/27/2018,67.33,126374
XLE,3/28/2018,66.02,126374
XLE,3/29/2018,67.41,126374
XLE,4/2/2018,66.06,126374
XLE,4/3/2018,67.47,126374
XLE,4/4/2018,67.38,126374
XLE,4/5/2018,68.59,126374
XLE,4/6/2018,67.35,126374
XLE,4/9/2018,67.67,126374
XLE,4/10/2018,69.91,126374
XLE,4/11/2018,70.64,126374
XLE,4/12/2018,70.63,126374
XLE,4/13/2018,71.41,126374
XLE,4/16/2018,72.14,126374
XLE,4/17/2018,72.42,126374
XLE,4/18/2018,73.56,126374
XLE,4/19/2018,73.65,126374
XLE,4/20/2018,73.3,126374
XLE,4/23/2018,73.75,126374
XLE,4/24/2018,72.96,126374
XLE,4/25/2018,73.54,126374
XLE,4/26/2018,74.61,126374
XLE,4/27/2018,73.82,126374
XLE,4/30/2018,73.81,126374
XLE,5/1/2018,73.36,126374
XLE,5/2/2018,73.66,126374
XLE,5/3/2018,73.49,126374
XLE,5/4/2018,73.85,126374
XLE,5/7/2018,73.95,126374
XLE,5/8/2018,74.53,126374
XLE,5/9/2018,76.05,126374
XLE,5/10/2018,76.62,126374
XLE,5/11/2018,76.73,126374
XLE,5/14/2018,77.26,126374
XLE,5/15/2018,77.28,126374
XLE,5/16/2018,77.55,126374
XLE,5/17/2018,78.72,126374
XLE,5/18/2018,78.11,126374
XLE,5/21/2018,78.91,126374
XLE,5/22/2018,77.86,126374
XLE,5/23/2018,77.85,126374
XLE,5/24/2018,76.57,126374
XLE,5/25/2018,74.58,126374
XLE,5/29/2018,74.35,126374
XLE,5/30/2018,76.6,126374
XLE,5/31/2018,76.02,126374
XLE,6/1/2018,76.38,126374
XLE,6/4/2018,75.72,126374
XLE,6/5/2018,75.54,126374
XLE,6/6/2018,75.9,126374
XLE,6/7/2018,77.05,126374
XLE,6/8/2018,76.9,126374
XLE,6/11/2018,77.3,126374
XLE,6/12/2018,76.71,126374
XLE,6/13/2018,76.42,126374
XLE,6/14/2018,76.31,126374
XLE,6/15/2018,74.17,126374
XLE,6/18/2018,74.91,126374
XLE,6/19/2018,74.74,126374
XLE,6/20/2018,75.07,126374
XLE,6/21/2018,73.68,126374
XLE,6/22/2018,75.15,126374
XLE,6/25/2018,73.64,126374
XLE,6/26/2018,74.57,126374
XLE,6/27/2018,75.57,126374
XLE,6/28/2018,75.47,126374
XLE,6/29/2018,75.94,126374
XLE,7/2/2018,74.82,126374
XLE,7/3/2018,75.29,126374
XLE,7/5/2018,75.21,126374
XLE,7/6/2018,75.67,126374
XLE,7/9/2018,76.8,126374
XLE,7/10/2018,77.37,126374
XLE,7/11/2018,75.73,126374
XLE,7/12/2018,75.86,126374
XLE,7/13/2018,76.26,126374
XLE,7/16/2018,75.38,126374
XLE,7/17/2018,75.08,126374
XLE,7/18/2018,75.13,126374
XLE,7/19/2018,75.15,126374
XLE,7/20/2018,74.89,126374
XLE,7/23/2018,74.56,126374
XLE,7/24/2018,75.5,126374
XLE,7/25/2018,76.13,126374
XLE,7/26/2018,76.96,126374
XLE,7/27/2018,76.63,126374
XLE,7/30/2018,77.26,126374
XLE,7/31/2018,77.12,126374
XLE,8/1/2018,76.05,126374
XLE,8/2/2018,75.63,126374
XLE,8/3/2018,75.24,126374
XLE,8/6/2018,75.52,126374
XLE,8/7/2018,76.08,126374
XLE,8/8/2018,75.53,126374
XLE,8/9/2018,74.83,126374
XLE,8/10/2018,75.29,126374
XLE,8/13/2018,74.33,126374
XLE,8/14/2018,74.51,126374
XLE,8/15/2018,71.91,126374
XLE,8/16/2018,72.43,126374
XLE,8/17/2018,72.61,126374
XLE,8/20/2018,73.1,126374
XLE,8/21/2018,73.47,126374
XLE,8/22/2018,74.35,126374
XLE,8/23/2018,74,126374
XLE,8/24/2018,74.54,126374
XLE,8/27/2018,75.09,126374
XLE,8/28/2018,74.77,126374
XLE,8/29/2018,75.23,126374
XLE,8/30/2018,75.02,126374
XLE,8/31/2018,74.44,126374
XLE,9/4/2018,74.28,126374
XLE,9/5/2018,74.18,126374
XLE,9/6/2018,72.81,126374
XLE,9/7/2018,72.8,126374
XLE,9/10/2018,72.77,126374
XLE,9/11/2018,73.46,126374
XLE,9/12/2018,73.84,126374
XLE,9/13/2018,73.87,126374
XLE,9/14/2018,74.26,126374
XLE,9/17/2018,74.38,126374
XLE,9/18/2018,74.87,126374
XLE,9/19/2018,75.1,126374
XLE,9/20/2018,75.12,126374
XLE,9/21/2018,75.1,126374
XLE,9/24/2018,76.2,126374
XLE,9/25/2018,76.69,126374
XLE,9/26/2018,75.95,126374
XLE,9/27/2018,75.95,126374
XLE,9/28/2018,75.74,126374
XLE,10/1/2018,76.79,126374
XLE,10/2/2018,76.87,126374
XLE,10/3/2018,77.49,126374
XLE,10/4/2018,77.17,126374
XLE,10/5/2018,77.16,126374
XLE,10/8/2018,77.1,126374
XLE,10/9/2018,77.79,126374
XLE,10/10/2018,75.35,126374
XLE,10/11/2018,72.8,126374
XLE,10/12/2018,73,126374
XLE,10/15/2018,72.39,126374
XLE,10/16/2018,72.99,126374
XLE,10/17/2018,72.53,126374
XLE,10/18/2018,72.17,126374
XLE,10/19/2018,71.53,126374
XLE,10/22/2018,70.74,126374
XLE,10/23/2018,68.89,126374
XLE,10/24/2018,66.17,126374
XLE,10/25/2018,66.98,126374
XLE,10/26/2018,66.48,126374
XLE,10/29/2018,65.24,126374
XLE,10/30/2018,66.75,126374
XLE,10/31/2018,67.16,126374
XLE,11/1/2018,67.73,126374
XLE,11/2/2018,67.56,126374
XLE,11/5/2018,68.69,126374
XLE,11/6/2018,69.01,126374
XLE,11/7/2018,70.14,126374
XLE,11/8/2018,68.62,126374
XLE,11/9/2018,68.5,126374
XLE,11/12/2018,67.08,126374
XLE,11/13/2018,65.54,126374
XLE,11/14/2018,65.43,126374
XLE,11/15/2018,66.39,126374
XLE,11/16/2018,67.18,126374
XLE,11/19/2018,67.16,126374
XLE,11/20/2018,64.96,126374
XLE,11/21/2018,65.98,126374
XLE,11/23/2018,63.91,126374
XLE,11/26/2018,64.87,126374
XLE,11/27/2018,64.69,126374
XLE,11/28/2018,65.8,126374
XLE,11/29/2018,66.23,126374
XLE,11/30/2018,66.11,126374
XLE,12/3/2018,67.58,126374
XLE,12/4/2018,65.64,126374
XLE,12/6/2018,64.43,126374
XLE,12/7/2018,64.07,126374
XLE,12/10/2018,63.07,126374
XLE,12/11/2018,63.09,126374
XLE,12/12/2018,63.34,126374
XLE,12/13/2018,63.54,126374
XLE,12/14/2018,62.09,126374
XLE,12/17/2018,60.96,126374
XLE,12/18/2018,59.52,126374
XLE,12/19/2018,58.82,126374
XLE,12/20/2018,57.19,126374
XLE,12/21/2018,56.11,126374
XLE,12/24/2018,53.84,126374
XLE,12/26/2018,57.19,126374
XLE,12/27/2018,57.49,126374
XLE,12/28/2018,57.05,126374
XLE,12/31/2018,57.35,126374
XLE,1/2/2019,58.48,126374
XLE,1/3/2019,57.9,126374
XLE,1/4/2019,59.87,126374
XLE,1/7/2019,60.76,126374
XLE,1/8/2019,61.23,126374
XLE,1/9/2019,62.2,126374
XLE,1/10/2019,62.38,126374
XLE,1/11/2019,62.01,126374
XLE,1/14/2019,61.86,126374
XLE,1/15/2019,62.08,126374
XLE,1/16/2019,62,126374
XLE,1/17/2019,62.57,126374
XLE,1/18/2019,63.84,126374
XLE,1/22/2019,62.45,126374
XLE,1/23/2019,61.81,126374
XLE,1/24/2019,62.14,126374
XLE,1/25/2019,62.93,126374
XLE,1/28/2019,62.3,126374
XLE,1/29/2019,62.49,126374
XLE,1/30/2019,63.37,126374
XLE,1/31/2019,63.78,126374
XLE,2/1/2019,64.89,126374
XLE,2/4/2019,65.04,126374
XLE,2/5/2019,65.14,126374
XLE,2/6/2019,64.66,126374
XLE,2/7/2019,63.23,126374
XLE,2/8/2019,62.94,126374
XLE,2/11/2019,63.24,126374
XLE,2/12/2019,64.04,126374
XLE,2/13/2019,64.84,126374
XLE,2/14/2019,65.07,126374
XLE,2/15/2019,66.12,126374
XLE,2/19/2019,66.32,126374
XLE,2/20/2019,66.6,126374
XLE,2/21/2019,65.57,126374
XLE,2/22/2019,65.76,126374
XLE,2/25/2019,65.87,126374
XLE,2/26/2019,65.66,126374
XLE,2/27/2019,65.91,126374
XLE,2/28/2019,65.25,126374
XLE,3/1/2019,66.45,126374
XLE,3/4/2019,66.57,126374
XLE,3/5/2019,66.35,126374
XLE,3/6/2019,65.51,126374
XLE,3/7/2019,65.12,126374
XLE,3/8/2019,63.9,126374
XLE,3/11/2019,64.9,126374
XLE,3/12/2019,65.32,126374
XLE,3/13/2019,65.98,126374
XLE,3/14/2019,66.05,126374
XLE,3/15/2019,65.51,126374
XLE,3/18/2019,66.42,126374
XLE,3/19/2019,66.24,126374
XLE,3/20/2019,66.82,126374
XLE,3/21/2019,67.29,126374
XLE,3/22/2019,65.47,126374
XLE,3/25/2019,65.5,126374
XLE,3/26/2019,66.44,126374
XLE,3/27/2019,65.97,126374
XLE,3/28/2019,66.22,126374
XLE,3/29/2019,66.12,126374
XLE,4/1/2019,66.99,126374
XLE,4/2/2019,66.53,126374
XLE,4/3/2019,65.89,126374
XLE,4/4/2019,66.44,126374
XLE,4/5/2019,67.61,126374
XLE,4/8/2019,67.91,126374
XLE,4/9/2019,67.08,126374
XLE,4/10/2019,67.33,126374
XLE,4/11/2019,67.38,126374
XLE,4/12/2019,67.56,126374
XLE,4/15/2019,67.16,126374
XLE,4/16/2019,67.6,126374
XLE,4/17/2019,67.51,126374
XLE,4/18/2019,67.19,126374
XLE,4/22/2019,68.61,126374
XLE,4/23/2019,68.5,126374
XLE,4/24/2019,67.3,126374
XLE,4/25/2019,67.09,126374
XLE,4/26/2019,66.22,126374
XLE,4/29/2019,66.16,126374
XLE,4/30/2019,66.11,126374
XLE,5/1/2019,64.79,126374
XLE,5/2/2019,63.66,126374
XLE,5/3/2019,64.25,126374
XLE,5/6/2019,64.31,126374
XLE,5/7/2019,63.75,126374
XLE,5/8/2019,63.75,126374
XLE,5/9/2019,63.75,126374
XLE,5/10/2019,64.05,126374
XLE,5/13/2019,62.95,126374
XLE,5/14/2019,63.72,126374
XLE,5/15/2019,64.05,126374
XLE,5/16/2019,64.4,126374
XLE,5/17/2019,63.75,126374
XLE,5/20/2019,63.78,126374
XLE,5/21/2019,64.52,126374
XLE,5/22/2019,63.52,126374
XLE,5/23/2019,61.39,126374
XLE,5/24/2019,61.62,126374
XLE,5/28/2019,60.98,126374
XLE,5/29/2019,60.59,126374
XLE,5/30/2019,59.82,126374
XLE,5/31/2019,58.77,126374
XLE,6/3/2019,59.52,126374
XLE,6/4/2019,60.55,126374
XLE,6/5/2019,59.88,126374
XLE,6/6/2019,60.99,126374
XLE,6/7/2019,61.27,126374
XLE,6/10/2019,61.45,126374
XLE,6/11/2019,61.57,126374
XLE,6/12/2019,60.7,126374
XLE,6/13/2019,61.41,126374
XLE,6/14/2019,61.01,126374
XLE,6/17/2019,61.52,126374
XLE,6/18/2019,62.37,126374
XLE,6/19/2019,62.3,126374
XLE,6/20/2019,63.68,126374
XLE,6/21/2019,63.56,126374
XLE,6/24/2019,62.99,126374
XLE,6/25/2019,62.49,126374
XLE,6/26/2019,63.45,126374
XLE,6/27/2019,62.98,126374
XLE,6/28/2019,63.71,126374
XLE,7/1/2019,63.77,126374
XLE,7/2/2019,62.75,126374
XLE,7/3/2019,63,126374
XLE,7/5/2019,63.09,126374
XLE,7/8/2019,63.18,126374
XLE,7/9/2019,63.23,126374
XLE,7/10/2019,64.04,126374
XLE,7/11/2019,64.17,126374
XLE,7/12/2019,64.44,126374
XLE,7/15/2019,63.86,126374
XLE,7/16/2019,63.18,126374
XLE,7/17/2019,62.46,126374
XLE,7/18/2019,62.47,126374
XLE,7/19/2019,62.76,126374
XLE,7/22/2019,63.05,126374
XLE,7/23/2019,63.22,126374
XLE,7/24/2019,63.49,126374
XLE,7/25/2019,62.77,126374
XLE,7/26/2019,62.45,126374
XLE,7/29/2019,62.2,126374
XLE,7/30/2019,62.9,126374
XLE,7/31/2019,62.7,126374
XLE,8/1/2019,61.28,126374
XLE,8/2/2019,60.4,126374
XLE,8/5/2019,58.6,126374
XLE,8/6/2019,58.53,126374
XLE,8/7/2019,58.09,126374
XLE,8/8/2019,59.76,126374
XLE,8/9/2019,59.1,126374
XLE,8/12/2019,58.4,126374
XLE,8/13/2019,58.94,126374
XLE,8/14/2019,56.63,126374
XLE,8/15/2019,56.28,126374
XLE,8/16/2019,57.02,126374
XLE,8/19/2019,58.28,126374
XLE,8/20/2019,57.79,126374
XLE,8/21/2019,58.16,126374
XLE,8/22/2019,57.9,126374
XLE,8/23/2019,55.96,126374
XLE,8/26/2019,56.2,126374
XLE,8/27/2019,55.85,126374
XLE,8/28/2019,56.65,126374
XLE,8/29/2019,57.48,126374
XLE,8/30/2019,57.48,126374
XLE,9/3/2019,57.2,126374
XLE,9/4/2019,58,126374
XLE,9/5/2019,58.72,126374
XLE,9/6/2019,59.03,126374
XLE,9/9/2019,60.21,126374
XLE,9/10/2019,60.92,126374
XLE,9/11/2019,60.98,126374
XLE,9/12/2019,60.6,126374
XLE,9/13/2019,61.08,126374
XLE,9/16/2019,63.13,126374
XLE,9/17/2019,62.25,126374
XLE,9/18/2019,61.95,126374
XLE,9/19/2019,61.79,126374
XLE,9/20/2019,61.28,126374
XLE,9/23/2019,61.3,126374
XLE,9/24/2019,60.33,126374
XLE,9/25/2019,60.43,126374
XLE,9/26/2019,59.64,126374
XLE,9/27/2019,59.63,126374
XLE,9/30/2019,59.2,126374
XLE,10/1/2019,57.83,126374
XLE,10/2/2019,56.41,126374
XLE,10/3/2019,57.02,126374
XLE,10/4/2019,57.38,126374
XLE,10/7/2019,56.87,126374
XLE,10/8/2019,55.9,126374
XLE,10/9/2019,56.41,126374
XLE,10/10/2019,57.12,126374
XLE,10/11/2019,57.89,126374
XLE,10/14/2019,57.86,126374
XLE,10/15/2019,58.1,126374
XLE,10/16/2019,57.29,126374
XLE,10/17/2019,57.33,126374
XLE,10/18/2019,57.03,126374
XLE,10/21/2019,58.05,126374
XLE,10/22/2019,58.8,126374
XLE,10/23/2019,59.29,126374
XLE,10/24/2019,59.04,126374
XLE,10/25/2019,59.52,126374
XLE,10/28/2019,59.18,126374
XLE,10/29/2019,59.42,126374
XLE,10/30/2019,58.21,126374
XLE,10/31/2019,57.96,126374
XLE,11/1/2019,59.28,126374
XLE,11/4/2019,61.21,126374
XLE,11/5/2019,61.29,126374
XLE,11/6/2019,60.04,126374
XLE,11/7/2019,60.94,126374
XLE,11/8/2019,60.69,126374
XLE,11/11/2019,60.35,126374
XLE,11/12/2019,60.04,126374
XLE,11/13/2019,59.78,126374
XLE,11/14/2019,59.62,126374
XLE,11/15/2019,60.08,126374
XLE,11/18/2019,59.35,126374
XLE,11/19/2019,58.47,126374
XLE,11/20/2019,59.06,126374
XLE,11/21/2019,60.03,126374
XLE,11/22/2019,59.83,126374
XLE,11/25/2019,59.89,126374
XLE,11/26/2019,59.34,126374
XLE,11/27/2019,59.49,126374
XLE,11/29/2019,58.89,126374
XLE,12/2/2019,58.89,126374
XLE,12/3/2019,58.01,126374
XLE,12/4/2019,58.88,126374
XLE,12/5/2019,58.6,126374
XLE,12/6/2019,59.72,126374
XLE,12/9/2019,59.65,126374
XLE,12/10/2019,59.77,126374
XLE,12/11/2019,59.67,126374
XLE,12/12/2019,60.77,126374
XLE,12/13/2019,60.31,126374
XLE,12/16/2019,61.12,126374
XLE,12/17/2019,61.16,126374
XLE,12/18/2019,61.39,126374
XLE,12/19/2019,61.37,126374
XLE,12/20/2019,61.36,126374
XLE,12/23/2019,61.99,126374
XLE,12/24/2019,61.96,126374
XLE,12/26/2019,61.94,126374
XLE,12/27/2019,61.68,126374
XLE,12/30/2019,59.7,126374
XLE,12/31/2019,60.04,126374
XLE,1/2/2020,60.58,126374
XLE,1/3/2020,60.4,126374
XLE,1/6/2020,60.87,126374
XLE,1/7/2020,60.71,126374
XLE,1/8/2020,59.71,126374
XLE,1/9/2020,60.15,126374
XLE,1/10/2020,59.81,126374
XLE,1/13/2020,59.83,126374
XLE,1/14/2020,59.84,126374
XLE,1/15/2020,59.4,126374
XLE,1/16/2020,59.5,126374
XLE,1/17/2020,59.12,126374
XLE,1/21/2020,58.06,126374
XLE,1/22/2020,57.5,126374
XLE,1/23/2020,57.28,126374
XLE,1/24/2020,56.62,126374
XLE,1/27/2020,55.05,126374
XLE,1/28/2020,55.3,126374
XLE,1/29/2020,54.72,126374
XLE,1/30/2020,55.16,126374
XLE,1/31/2020,53.44,126374
XLE,2/3/2020,52.74,126374
XLE,2/4/2020,52.93,126374
XLE,2/5/2020,54.92,126374
XLE,2/6/2020,54.36,126374
XLE,2/7/2020,53.98,126374
XLE,2/10/2020,53.71,126374
XLE,2/11/2020,54.31,126374
XLE,2/12/2020,55.04,126374
XLE,2/13/2020,54.87,126374
XLE,2/14/2020,54.58,126374
XLE,2/18/2020,54.13,126374
XLE,2/19/2020,54.85,126374
XLE,2/20/2020,54.79,126374
XLE,2/21/2020,54.14,126374
XLE,2/24/2020,51.64,126374
XLE,2/25/2020,49.36,126374
XLE,2/26/2020,47.87,126374
XLE,2/27/2020,45.31,126374
XLE,2/28/2020,45.27,126374
XLE,3/2/2020,47.1,126374
XLE,3/3/2020,45.66,126374
XLE,3/4/2020,46.74,126374
XLE,3/5/2020,45.03,126374
XLE,3/6/2020,42.5,126374
XLE,3/9/2020,33.94,126374
XLE,3/10/2020,35.55,126374
XLE,3/11/2020,33.67,126374
XLE,3/12/2020,29.47,126374
XLE,3/13/2020,32.19,126374
XLE,3/16/2020,27.81,126374
XLE,3/17/2020,28,126374
XLE,3/18/2020,23.98,126374
XLE,3/19/2020,25.61,126374
XLE,3/20/2020,25.86,126374
XLE,3/23/2020,23.57,126374
XLE,3/24/2020,27.35,126374
XLE,3/25/2020,28.64,126374
XLE,3/26/2020,30.39,126374
XLE,3/27/2020,28.33,126374
XLE,3/30/2020,28.62,126374
XLE,3/31/2020,29.06,126374
XLE,4/1/2020,27.62,126374
XLE,4/2/2020,30.15,126374
XLE,4/3/2020,29.83,126374
XLE,4/6/2020,31.41,126374
XLE,4/7/2020,32.08,126374
XLE,4/8/2020,34.22,126374
XLE,4/9/2020,33.91,126374
XLE,4/13/2020,33.8,126374
XLE,4/14/2020,33.64,126374
XLE,4/15/2020,32.06,126374
XLE,4/16/2020,30.69,126374
XLE,4/17/2020,33.95,126374
XLE,4/20/2020,32.89,126374
XLE,4/21/2020,32.31,126374
XLE,4/22/2020,33.46,126374
XLE,4/23/2020,34.54,126374
XLE,4/24/2020,34.62,126374
XLE,4/27/2020,35.37,126374
XLE,4/28/2020,36.18,126374
XLE,4/29/2020,38.86,126374
XLE,4/30/2020,38,126374
XLE,5/1/2020,35.85,126374
XLE,5/4/2020,37.09,126374
XLE,5/5/2020,37.12,126374
XLE,5/6/2020,36.15,126374
XLE,5/7/2020,37.09,126374
XLE,5/8/2020,38.78,126374
XLE,5/11/2020,38.1,126374
XLE,5/12/2020,37.43,126374
XLE,5/13/2020,35.73,126374
XLE,5/14/2020,36.13,126374
XLE,5/15/2020,35.99,126374
XLE,5/18/2020,38.93,126374
XLE,5/19/2020,37.84,126374
XLE,5/20/2020,39.35,126374
XLE,5/21/2020,38.72,126374
XLE,5/22/2020,38.48,126374
XLE,5/26/2020,39.55,126374
XLE,5/27/2020,40.06,126374
XLE,5/28/2020,38.94,126374
XLE,5/29/2020,38.76,126374
XLE,6/1/2020,39.44,126374
XLE,6/2/2020,40.54,126374
XLE,6/3/2020,41.73,126374
XLE,6/4/2020,41.74,126374
XLE,6/5/2020,44.84,126374
XLE,6/8/2020,46.86,126374
XLE,6/9/2020,45.1,126374
XLE,6/10/2020,42.88,126374
XLE,6/11/2020,38.84,126374
XLE,6/12/2020,39.82,126374
XLE,6/15/2020,39.94,126374
XLE,6/16/2020,41.09,126374
XLE,6/17/2020,39.69,126374
XLE,6/18/2020,40.18,126374
XLE,6/19/2020,39.57,126374
XLE,6/22/2020,39.25,126374
XLE,6/23/2020,39.29,126374
XLE,6/24/2020,37.11,126374
XLE,6/25/2020,37.82,126374
XLE,6/26/2020,36.51,126374
XLE,6/29/2020,37,126374
XLE,6/30/2020,37.85,126374
XLE,7/1/2020,36.93,126374
XLE,7/2/2020,37.34,126374
XLE,7/6/2020,37.45,126374
XLE,7/7/2020,36.26,126374
XLE,7/8/2020,36.23,126374
XLE,7/9/2020,34.44,126374
XLE,7/10/2020,35.54,126374
XLE,7/13/2020,35.35,126374
XLE,7/14/2020,36.59,126374
XLE,7/15/2020,37.38,126374
XLE,7/16/2020,37.21,126374
XLE,7/17/2020,36.69,126374
XLE,7/20/2020,36.08,126374
XLE,7/21/2020,38.26,126374
XLE,7/22/2020,37.79,126374
XLE,7/23/2020,37.72,126374
XLE,7/24/2020,37.51,126374
XLE,7/27/2020,37.55,126374
XLE,7/28/2020,36.91,126374
XLE,7/29/2020,37.68,126374
XLE,7/30/2020,36.2,126374
XLE,7/31/2020,36.03,126374
XLE,8/3/2020,36.16,126374
XLE,8/4/2020,37.04,126374
XLE,8/5/2020,37.43,126374
XLE,8/6/2020,37.13,126374
XLE,8/7/2020,37.18,126374
XLE,8/10/2020,38.33,126374
XLE,8/11/2020,38.2,126374
XLE,8/12/2020,38.58,126374
XLE,8/13/2020,37.83,126374
XLE,8/14/2020,38.19,126374
XLE,8/17/2020,37.97,126374
XLE,8/18/2020,37.49,126374
XLE,8/19/2020,37.06,126374
XLE,8/20/2020,36.26,126374
XLE,8/21/2020,36.03,126374
XLE,8/24/2020,37.02,126374
XLE,8/25/2020,36.5,126374
XLE,8/26/2020,35.73,126374
XLE,8/27/2020,35.8,126374
XLE,8/28/2020,36.44,126374
XLE,8/31/2020,35.65,126374
XLE,9/1/2020,35.41,126374
XLE,9/2/2020,35.24,126374
XLE,9/3/2020,34.98,126374
XLE,9/4/2020,34.87,126374
XLE,9/8/2020,33.6,126374
XLE,9/9/2020,33.83,126374
XLE,9/10/2020,32.59,126374
XLE,9/11/2020,32.62,126374
XLE,9/14/2020,32.87,126374
XLE,9/15/2020,32.63,126374
XLE,9/16/2020,33.94,126374
XLE,9/17/2020,33.99,126374
XLE,9/18/2020,33.61,126374
XLE,9/21/2020,31.97,126374
XLE,9/22/2020,31.64,126374
XLE,9/23/2020,30.21,126374
XLE,9/24/2020,30.2,126374
XLE,9/25/2020,30.18,126374
XLE,9/28/2020,30.89,126374
XLE,9/29/2020,30.04,126374
XLE,9/30/2020,29.95,126374
XLE,10/1/2020,29.03,126374
XLE,10/2/2020,29.31,126374
XLE,10/5/2020,30.19,126374
XLE,10/6/2020,29.74,126374
XLE,10/7/2020,30.16,126374
XLE,10/8/2020,31.29,126374
XLE,10/9/2020,30.79,126374
XLE,10/12/2020,30.87,126374
XLE,10/13/2020,30.39,126374
XLE,10/14/2020,30.52,126374
XLE,10/15/2020,30.89,126374
XLE,10/16/2020,30.19,126374
XLE,10/19/2020,29.55,126374
XLE,10/20/2020,29.9,126374
XLE,10/21/2020,29.33,126374
XLE,10/22/2020,30.54,126374
XLE,10/23/2020,30.39,126374
XLE,10/26/2020,29.3,126374
XLE,10/27/2020,28.92,126374
XLE,10/28/2020,27.71,126374
XLE,10/29/2020,28.56,126374
XLE,10/30/2020,28.72,126374
XLE,11/2/2020,29.7,126374
XLE,11/3/2020,29.53,126374
XLE,11/4/2020,29.57,126374
XLE,11/5/2020,29.57,126374
XLE,11/6/2020,28.93,126374
XLE,11/9/2020,33.06,126374
XLE,11/10/2020,34.13,126374
XLE,11/11/2020,33.78,126374
XLE,11/12/2020,32.69,126374
XLE,11/13/2020,33.88,126374
XLE,11/16/2020,36.11,126374
XLE,11/17/2020,36.48,126374
XLE,11/18/2020,35.42,126374
XLE,11/19/2020,36,126374
XLE,11/20/2020,35.81,126374
XLE,11/23/2020,38.34,126374
XLE,11/24/2020,40.31,126374
XLE,11/25/2020,39.37,126374
XLE,11/27/2020,38.91,126374
XLE,11/30/2020,36.76,126374
XLE,12/1/2020,36.93,126374
XLE,12/2/2020,38.13,126374
XLE,12/3/2020,38.53,126374
XLE,12/4/2020,40.63,126374
XLE,12/7/2020,39.68,126374
XLE,12/8/2020,40.27,126374
XLE,12/9/2020,40.36,126374
XLE,12/10/2020,41.6,126374
XLE,12/11/2020,41.12,126374
XLE,12/14/2020,39.68,126374
XLE,12/15/2020,40.46,126374
XLE,12/16/2020,40.26,126374
XLE,12/17/2020,40.07,126374
XLE,12/18/2020,39.4,126374
XLE,12/21/2020,38.13,126374
XLE,12/22/2020,37.49,126374
XLE,12/23/2020,38.32,126374
XLE,12/24/2020,38.12,126374
XLE,12/28/2020,37.88,126374
XLE,12/29/2020,37.63,126374
XLE,12/30/2020,38.22,126374
XLE,12/31/2020,37.9,126374
XLE,1/4/2021,37.96,126374
XLE,1/5/2021,39.66,126374
XLE,1/6/2021,40.87,126374
XLE,1/7/2021,41.47,126374
XLE,1/8/2021,41.42,126374
XLE,1/11/2021,42.07,126374
XLE,1/12/2021,43.54,126374
XLE,1/13/2021,43.2,126374
XLE,1/14/2021,44.48,126374
XLE,1/15/2021,42.75,126374
XLE,1/19/2021,43.61,126374
XLE,1/20/2021,43.77,126374
XLE,1/21/2021,42.29,126374
XLE,1/22/2021,42.07,126374
XLE,1/25/2021,41.64,126374
XLE,1/26/2021,40.75,126374
XLE,1/27/2021,40.2,126374
XLE,1/28/2021,40.67,126374
XLE,1/29/2021,39.32,126374
XLE,2/1/2021,39.6,126374
XLE,2/2/2021,40.03,126374
XLE,2/3/2021,41.74,126374
XLE,2/4/2021,42.2,126374
XLE,2/5/2021,42.56,126374
XLE,2/8/2021,44.34,126374
XLE,2/9/2021,43.87,126374
XLE,2/10/2021,44.71,126374
XLE,2/11/2021,44.02,126374
XLE,2/12/2021,44.67,126374
XLE,2/16/2021,45.79,126374
XLE,2/17/2021,46.47,126374
XLE,2/18/2021,45.42,126374
XLE,2/19/2021,46.18,126374
XLE,2/22/2021,47.78,126374
XLE,2/23/2021,48.57,126374
XLE,2/24/2021,50.29,126374
XLE,2/25/2021,49.32,126374
XLE,2/26/2021,48.15,126374
XLE,3/1/2021,49.4,126374
XLE,3/2/2021,49.13,126374
XLE,3/3/2021,49.85,126374
XLE,3/4/2021,51.04,126374
XLE,3/5/2021,52.95,126374
XLE,3/8/2021,53.05,126374
XLE,3/9/2021,52.12,126374
XLE,3/10/2021,53.44,126374
XLE,3/11/2021,53.46,126374
XLE,3/12/2021,53.57,126374
XLE,3/15/2021,52.96,126374
XLE,3/16/2021,51.45,126374
XLE,3/17/2021,51.85,126374
XLE,3/18/2021,49.52,126374
XLE,3/19/2021,49.53,126374
XLE,3/22/2021,48.54,126374
XLE,3/23/2021,47.83,126374
XLE,3/24/2021,49.03,126374
XLE,3/25/2021,49.21,126374
XLE,3/26/2021,50.43,126374
XLE,3/29/2021,49.83,126374
XLE,3/30/2021,49.4,126374
XLE,3/31/2021,49.06,126374
